Reviews,Emotion
This product did not meet my expectations at all.,Sadness
It hurts to see friends drift apart.,Sadness
I didn't enjoy this film at all.,Sadness
This review made me feel so sad.,Sadness
I miss the good old days.,Sadness
It hurts to see friends drift apart.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
I miss the good old days.,Sadness
It hurts to see friends drift apart.,Sadness
I'm really worried about the future.,Sadness
This product did not meet my expectations at all.,Sadness
I miss the good old days.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
The movie was a total disappointment; I expected much more.,Sadness
This review made me feel so sad.,Sadness
I feel lost in this overwhelming world.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
I feel lost in this overwhelming world.,Sadness
This review made me feel so sad.,Sadness
I feel lost in this overwhelming world.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
I miss the good old days.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
This review made me feel so sad.,Sadness
This product did not meet my expectations at all.,Sadness
I'm really worried about the future.,Sadness
I'm really worried about the future.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
I'm really worried about the future.,Sadness
This review made me feel so sad.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
The movie was a total disappointment; I expected much more.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
This review made me feel so sad.,Sadness
I miss the good old days.,Sadness
I'm really worried about the future.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
It hurts to see friends drift apart.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
I miss the good old days.,Sadness
I didn't enjoy this film at all.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
I didn't enjoy this film at all.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
This product did not meet my expectations at all.,Sadness
I feel lost in this overwhelming world.,Sadness
It hurts to see friends drift apart.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
I'm really worried about the future.,Sadness
I feel lost in this overwhelming world.,Sadness
I miss the good old days.,Sadness
I feel lost in this overwhelming world.,Sadness
I feel lost in this overwhelming world.,Sadness
I miss the good old days.,Sadness
I feel lost in this overwhelming world.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
I didn't enjoy this film at all.,Sadness
This product did not meet my expectations at all.,Sadness
This review made me feel so sad.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
It hurts to see friends drift apart.,Sadness
I miss the good old days.,Sadness
This review made me feel so sad.,Sadness
It hurts to see friends drift apart.,Sadness
I'm really worried about the future.,Sadness
It hurts to see friends drift apart.,Sadness
I feel lost in this overwhelming world.,Sadness
This review made me feel so sad.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
I feel lost in this overwhelming world.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
I feel lost in this overwhelming world.,Sadness
This review made me feel so sad.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
This review made me feel so sad.,Sadness
This review made me feel so sad.,Sadness
This review made me feel so sad.,Sadness
It hurts to see friends drift apart.,Sadness
I didn't enjoy this film at all.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
This product did not meet my expectations at all.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
I miss the good old days.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
I didn't enjoy this film at all.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
This review made me feel so sad.,Sadness
This product did not meet my expectations at all.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
It hurts to see friends drift apart.,Sadness
This product did not meet my expectations at all.,Sadness
I feel lost in this overwhelming world.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
I feel lost in this overwhelming world.,Sadness
I didn't enjoy this film at all.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
I'm really worried about the future.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
I feel lost in this overwhelming world.,Sadness
This review made me feel so sad.,Sadness
This review made me feel so sad.,Sadness
It hurts to see friends drift apart.,Sadness
I miss the good old days.,Sadness
I'm really worried about the future.,Sadness
I miss the good old days.,Sadness
This product did not meet my expectations at all.,Sadness
I didn't enjoy this film at all.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
This review made me feel so sad.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
I didn't enjoy this film at all.,Sadness
I feel lost in this overwhelming world.,Sadness
I'm really worried about the future.,Sadness
I miss the good old days.,Sadness
This review made me feel so sad.,Sadness
I'm really worried about the future.,Sadness
I'm really worried about the future.,Sadness
I'm really worried about the future.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
I didn't enjoy this film at all.,Sadness
I miss the good old days.,Sadness
I'm really worried about the future.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
I didn't enjoy this film at all.,Sadness
I feel so overwhelmed by all the negativity online.,Sadness
I'm really worried about the future.,Sadness
The movie was a total disappointment; I expected much more.,Sadness
This product did not meet my expectations at all.,Sadness
I didn't enjoy this film at all.,Sadness
This product did not meet my expectations at all.,Sadness
I didn't enjoy this film at all.,Sadness
I feel lost in this overwhelming world.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
This review made me feel so sad.,Sadness
I miss the good old days.,Sadness
I feel lost in this overwhelming world.,Sadness
It hurts to see friends drift apart.,Sadness
I'm really worried about the future.,Sadness
I didn't enjoy this film at all.,Sadness
It hurts to see friends drift apart.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
I miss the good old days.,Sadness
I can't believe how bad the service was at that restaurant!,Sadness
I'm really worried about the future.,Sadness
